,Title,Category,Snippet
11561,Talking Horses: trainer caught out by pictures on stable's Twitter feed,Sport,"The power of social media lies not only with the tweeter, as one trainer found when photographs posted online by his business were used against him in …"
11562,UK faces an unemployment shock – and ending furlough will worsen it,Business,"Rising unemployment is a slowly unfolding crisis. For many employers, decisions about redundancies and hiring have taken a back seat while they consid …"
11563,Trump's embrace of Kenosha shooter raises vigilante fears for election,US-News,"In normal times, a militia-supporting man caught on video shooting dead two protesters and seriously wounding another on the streets of an American ci …"
11564,The Age of Innocence's high drama unfolds in its characters' souls,Books,"“Modern fiction really began when the ‘action’ of the novel was transferred from the street to the soul,” Edith Wharton wrote in her 1925 book, The Wr …"
11565,Coronavirus: hunting exempt from 'rule of six' restrictions in England,UK-News,Grouse shooting and hunting with guns in England are among outdoor activities exempted from the government’s “rule of six” coronavirus regulations. Co …
11566,Beirut's destroyed clubbing district: 'I don't know how we will recover',Music,Summary: Beirut’s people are broken. The catastrophic blast that tore through the port and surrounding areas on 4 August obliterated any remaining optimism in …
11567,"One stifling, soulless room has become my whole world – but I'm dreaming of much bigger things",Life-and-Style,"When we were told to give others a wide berth in March, it wasn’t a huge shock to the system for me – I’ve been practicing social distancing my whole …"
11568,Brexit: barristers question selection of legal team leading UK drive to override deal,Politics,Summary: The government is facing increasing scrutiny over its decision to use “committed Brexiteer” lawyers to provide advice on the legality of breaching the …
11569,US and UK warn travellers of risk of arbitrary arrest in China and Hong Kong,UK-News,The US and the UK have warned of a risk of arbitrary arrest in China and Hong Kong in updates to their travel advice for citizens. The US advice urged …
11570,"County cricket's short, sweet season has provided succour amid turmoil",Sport,"And so it leaves, as it always does, with a jolt. Even though you can smell it in the air, in the hastening evenings, in the turning trees, in the sho …"
11571,Cuts to USPS threaten voting access for hundreds of thousands of Americans in jails,US-News,"One Saturday in September, a team of volunteers stood in a cell block at the sprawling Harris county jail in Houston, Texas. Behind a glass window, Du …"
11572,Most diverse Booker prize shortlist ever as Hilary Mantel misses out,Books,"Hilary Mantel will not win a third Booker prize with the final novel in her Thomas Cromwell trilogy, after American writers made a near clean sweep of …"
11573,Judging the Booker prize: 'These books are about living under intense pressure',Books,"Summary: For the Booker judges, like everyone else, 2020 has been a year of staying in. Luckily for us, we had the company of 162 authors to keep us entertaine …"
11574,MPs passed the Brexit bill  – but what happens now?,Politics,"The internal market bill, described by the government as a key element of Brexit legislation, has cleared its first Commons hurdle, with two Tory MPs …"
11575,'We got there!' Cult pop band It's Immaterial back after 27 years,Music,"Traditionally, it’s second albums that threaten careers: the pressure to repeat or surpass early achievements has provoked many a musician’s downfall. …"
11576,Dominic Raab to face hard questions about Irish border on US visit,Politics,"The foreign secretary, Dominic Raab, is travelling to Washington for talks with senior US officials and senior Democrats, where he is expected to be p …"
11577,Trump claims he read Woodward's Rage in one sitting – and found it 'very boring',US-News,"Donald Trump has claimed to have read Rage, the new book about his administration by Bob Woodward, in one evening, and to have found it “very boring”. …"
11578,"Matt Hancock is losing control of Covid-19 in UK, says Labour",Politics,"The health secretary, Matt Hancock, has been accused of “losing control” of attempts to stem the rising tide of Covid-19, as Downing Street comes unde …"
11579,"Trump and US global image plunge during pandemic, survey finds",US-News,The image of the US and Donald Trump around the world has plunged from poor to the abysmal over the administration’s handling of the coronavirus pande …
11580,Former Kent barracks to house asylum seekers who arrived by boat,UK-News,"People who have crossed the Channel in small boats are to be housed in former military barracks while their asylum claims are processed, it has emerge …"
11581,New Look strikes deal on rent cuts and payment holidays,Business,New Look has won approval for a three-year rent holiday on 68 of its stores and big rent reductions on hundreds of others as it battles to stay afloat …
11582,"Alex Salmond known for 'bullying' behaviour, says Scotland's ex-chief civil servant",Politics,"Alex Salmond was known for “bullying and intimidatory behaviour” and angry outbursts against civil servants who worked for him, Scotland’s former chie …"
11583,Police to review Birmingham stabbings after criticism of response,UK-News,"Police response to the Birmingham stabbing spree in which a university employee was killed and seven other people were attacked earlier this month, wi …"
11584,Bill & Ted Face the Music review – sweet adventure into middle age,Film,"Not excellent maybe, but by no means bogus either, this cheerful Bill & Ted threequel brings the story of our two laidback heroes up to the melancholy …"
11585,Noel Gallagher says he refuses to wear a 'pointless' mask despite UK laws,Music,"Noel Gallagher has said he refuses to wear a mask during the coronavirus pandemic, complaining that it is a violation of his liberty. Speaking on the …"
11586,Cummings seen with letter on 1980s US military reorganisation,Politics,"Summary: Dominic Cummings, Boris Johnson’s chief adviser, has been photographed arriving at Downing Street carrying a copy of a 1986 letter about the importanc …"
11587,Brailsford 'back to drawing board' with Ineos as Roglic maintains Tour lead,Sport,"Summary: Dave Brailsford has rejected suggestions that he gambled with his Tour de France selection by discarding Geraint Thomas and Chris Froome, but admitted …"
11588,JK Rowling's Troubled Blood: don't judge a book by a single review,Books,"Before it had even come out, criticism of JK Rowling’s new Robert Galbraith thriller, Troubled Blood, was already wall-to-wall, after an early review …"
11589,Brexit: Johnson seeks to calm MPs before next showdown over bill,Politics,Boris Johnson has privately sought to calm angry MPs who plan to back an amendment to dilute his bill that unpicks the EU withdrawal agreement. His in …
11590,"UK coronavirus: 3,105 new cases amid rise in hospital admissions and patients on ventilators - as it happened",Politics,"Matt Hancock, the health secretary, has been accused of “losing control” of attempts to stem the rising tide of Covid-19, as Downing Street comes unde …"
11591,England and Australia prepare for decider as Steve Smith eyes return,Sport,At the start of the pandemic few could have said with any confidence that England’s men would play all 18 of their scheduled internationals. But here …
11592,This time the insurance industry lost after reading the small print,Business,"Summary: When can one say a notifiable disease has occurred within a “vicinity” if the whole country is in lockdown? For fans of dense legal disputes, the high …"
11593,'Rule of six': Priti Patel's neighbours unimpressed by her shopping lawbreakers,Politics,"It’s the question millions of Britons are having to ask themselves. And for Priti Patel, there was only one answer. If she saw her neighbours breaking …"
11594,Madonna to direct and co-write her own biopic,Music,"After a nearly four-decade music career, Madonna is getting the biopic treatment under her own direction. The star will co-write and direct the as-yet …"
11595,Wooden Melania Trump statue replaced with bronze after arson attack,US-News,"A bronze statue of the US first lady, Melania Trump, has been unveiled near her hometown in Slovenia, to replace a wooden carving of her that was burn …"
11596,Plans to record pregnant women's alcohol consumption in England criticised,Politics,Pregnant women’s alcohol consumption could be recorded on their child’s medical records under plans for England being considered by National Institute …
11597,Cynthia Nixon: 'Will Donald Trump leave quietly? I don't know',US-News,"Cynthia Nixon Zooms on to my screen from some decking in Long Island. The blue-grey sky is dramatically ominous, a sea breeze blows her hair into phot …"
11598,Going out was my life. But lockdown forced me to reconsider what matters,Life-and-Style,"Summary: I’ve been out every night since 2010. Well, not every night, but most of them. I moved to London for university when I was 18 and, for most of the nex …"
11599,Stephen Hawking by Leonard Mlodinow review – a memoir of friendship,Books,We all feel we know the story of Stephen Hawking: his undergraduate years at Oxford; the shocking diagnosis of motor neurone disease when he was 21 an …
11600,'A voice for our emotions': Poland's club scene fights for LGBTQ+ rights,Music,"In August, as a giant bouncy castle was throwing a shadow on Warsaw’s baroque-style Ujazdów castle – home to the Centre for Contemporary Art – a party …"
11601,AG Cook: the nutty producer behind the decade's most divisive music,Music,"Describing AG Cook’s haircut is a challenge. Part mullet, part moptop, it also features elements of shag, perm and bowl. The more I try to place it th …"
11602,Guard that property! Our reaction to Chris Evans' nudes reveals the remarkable power of Captain America,Film,So now we know why Captain America travelled back in time at the end of Avengers: Endgame. It wasn’t so that he could go and experience small-scale co …
11603,Indelicacy by Amina Cain review – a woman's search for creativity,Books,"“I wanted to write about paintings, but I wasn’t seen as someone who could say something interesting about art” – thus we are introduced to the ambiti …"
11604,"Thames tunnel will cost nearly £2bn over 30 years, TfL figures show",UK-News,"A controversial four-lane road tunnel under the River Thames will cost nearly £2bn over the next three decades if it goes ahead, according to accounts …"
11605,US corporations file for bankruptcy and lay off workers. Why do execs still get bonuses?,Business,"Elizabeth Hill worked for nearly three years at Hertz Car Rental in Oklahoma City, Oklahoma, as a reservation agent before she was furloughed in late …"
11606,"He buried a treasure in the mountains, and someone found it. Or did they?",US-News,"In 2010, a millionaire called Forrest Fenn self-published a memoir containing clues to a treasure hunt in the Rocky Mountains. Fenn had buried a chest …"
11607,"Notorious BIG's $6 crown sells for almost $600,000 at auction",Music,"Summary: A plastic crown costing $6 worn by the Notorious BIG has sold for $594,750 (£461,000) at Sotheby’s first ever auction of hip-hop memorabilia. The crow …"
11608,Tui UK vows to pay Covid holiday refunds by October after complaints,Business,Tui UK has committed to paying any outstanding refunds for package holidays cancelled because of the coronavirus pandemic by 30 September after the re …
11609,Samuel L Jackson will teach you to swear in 15 languages if you vote,Film,"Summary: Samuel L Jackson has turned teacher in an effort to try to improve voter turnout in the November US elections. If 2,500 people take action via his Hea …"
11610,Cardi B files for divorce from rapper Offset,Music,"Cardi B has filed for divorce from rapper husband Offset. The filing was made in Georgia, with an initial hearing set for 4 November. The couple marri …"
11611,The Tunnel review – a tidal wave of fire and cliche,Film,"Here from Norway is an old-fashioned disaster movie of the kind we perhaps haven’t seen in a while – I can well imagine a Hollywood remake, though thi …"
11612,Top 10 books of autofiction,Books,"An autofiction is a work of truth; the author is not hiding behind an invented character, she is that character. The character’s spiritual and philoso …"
11613,From Abe Lincoln to ZZ Top: a most triumphant A-Z of Bill & Ted,Film,"Abe Lincoln Potus 16, Emancipation Proclamation issuer, ill-advised theatregoer. But, most importantly, gives a rousing speech – not dissimilar to the …"
11614,Biden assembles army of attorneys for post-election legal fight,US-News,Joe Biden’s presidential campaign says it is amassing an unprecedented army of attorneys for an expected legal brawl over whether ballots will count i …
11615,"Hurt by Paradise review – pretty, pretentious young-mum drama",Film,At last year’s Cannes film festival the poet/model/actor/filmmaker Greta Bellamacina revealed she’d been turned away from the festival site by staff b …
11616,"Waitrose to close four more supermarkets, putting 124 jobs at risk",Business,"Summary: Waitrose is to close another four of its 335 supermarkets as the staff-owned group prepares for an overhaul under new management. Stores in Caldicot, …"
11617,"The Beatles announce Get Back, first official book in 20 years",Music,Summary: The first official Beatles book since seminal Anthology in 2000 is to be published in August 2021. The Beatles: Get Back will tell the story of the fi …
11618,Hendrix and the Spook review – a poor way to honour Jimi,Film,"As we approach 18 September, the 50th anniversary of the death of Jimi Hendrix, when he was just 27 years old, fans of the acclaimed guitarist may wan …"
11619,Late DJ Erick Morillo accused of further sexual assaults,Music,"Erick Morillo, the dance music star who died early this month, weeks after his arrest for sexual battery, has been accused by numerous other women of …"
11620,'Alternative to Irish backstop' consultant in line for £200m contract,Politics,Summary: A consultant who had a leading role in the campaign for an alternative to Theresa May’s Irish border “backstop” is in the running for all or part of a …
11621,Black Sabbath's Paranoid at 50: potent anthems of working-class strife,Music,"Summary: I first heard Black Sabbath’s second album during the part of my childhood when I was most susceptible to its charms. As a quiet, earnest Catholic sch …"
11622,Eat out to help out scheme pulls UK inflation down; Fed holds rates - as it happened,Business,"The Federal Reserve has also outlined why it will leave interest rates on hold for so long. Marketwatch explains: In a statement, the Fed said it deci …"
11623,Hunters and shooters in England: how do you feel about the upcoming seasons?,UK-News,"Grouse shooting, hunting with guns and trail hunting – which replicates a traditional hunt but without the intention of chasing a live fox – have been …"
11624,I Am Greta review – slick yet shallow Thunberg documentary,Film,"Summary: This sleek, slick Hulu documentary about the teenage climate activist Greta Thunberg follows her remarkable campaign from the very beginnings to her v …"
11625,Express yourself: why Madonna directing her own biopic isn't as ominous as it sounds,Film,"A great deal of excitement greeted the news, on Tuesday, that Madonna would direct her own biopic, from a screenplay written by the singer with Diablo …"
11626,'Truly an angel': widower pays tribute to wife in Manchester Arena hearings,UK-News,Moving tributes to the victims of the Manchester Arena bombing continued for a third day in a series of commemorative hearings during the public inqui …
11627,Derek Haisman obituary,Business,"My father, Derek Haisman, who has died aged 92, was a remarkable man and a research chemist who achieved great things in food technology, working on, …"
11628,Second cricketer backs Azeem Rafiq's racism claims against Yorkshire,Sport,"A second cricketer has made allegations of experiencing racism at Yorkshire, with the seamer Rana Naved-ul-Hasan claiming “systematic taunting” existe …"
11629,The Devil All the Time review – Pattinson is plausibly icky in violent gothic noir,Film,"This gruesome, violent, backwoods-gothic noir is directed by Antonio Campos (known for his more intimate chillers such as Afterschool and Christine) a …"
11630,'My friend group's catchups are draining and stressful. How do I balance their problems with my wellbeing?',Life-and-Style,"During the lockdown, my friend group has had regular Zoom calls to keep in touch. But they are invariably two-hour sessions focused on how terrible th …"
11631,Rishi Sunak to use 'creative' ways to keep people in jobs,Politics,Summary: Rishi Sunak has insisted that he will close the furlough scheme at the end of next month – but this week hinted that he could announce new measures to …
11632,Hitachi’s 'disappointing' exit from Wylfa nuclear deal is no great loss,Business,"The government officially regards it as “disappointing” that Hitachi has pulled out of building a nuclear plant at Wylfa. Why? Well, the loss of poten …"
11633,"Johnson is tested on Covid and Brexit, his specialist subjects of ignorance",Politics,"It’s no great secret that Boris Johnson has problems with women. And not just his wives, girlfriends and IT advisers. So going in to prime minister’s …"
11634,The Truffle Hunters review – strange and charming ode to rare dogs,Film,"A strange, funny, mysterious and rather beautiful film about an activity that’s recherché to say the least: truffle hunting, and it is a taste on whic …"
11635,Lord Keen: what were the events that led to Tory peer's resignation?,Politics,"It was last week that questions over Lord Keen’s position as one of the government’s senior law advisers first emerged. A three-page letter, marked “o …"
11636,Sacked Sheffield cathedral choristers start 'choir in exile',Music,Summary: Choristers of Sheffield cathedral who were abruptly dismissed in June to make way for a “completely fresh start” are launching a new choir led by the …
11637,Safety driver charged in 2018 incident where self-driving Uber car killed a woman,US-News,Prosecutors in Arizona have charged the safety driver behind the wheel of a self-driving Uber test car that struck and killed a woman in 2018 with neg …
11638,Lamine Diack found guilty of corruption and sentenced to two years in prison,Sport,"The former head of global athletics, Lamine Diack, has been found guilty of corruption for covering up Russian doping cases in exchange for bribes. Th …"
11639,England's home run ends but Jonny Bairstow's brutal brilliance goes on,Sport,"The England men’s last match of the summer started with a slash, a catch, a cuss and a quick apology. Jason Roy threw his bat at Mitchell Starc’s open …"
11640,Richard and the revolutionaries: why did lefties love Wagner?,Music,"In 1883, the year of Richard Wagner’s death, the theatre critic William Archer noticed a red-haired, bearded youth who was sitting day after day in th …"
11641,UK awards border contract to firm criticised over role in US deportations,Politics,"Summary: The government has awarded oversight of the UK’s post-Brexit border and customs data to Palantir, an American tech firm notorious for assisting the Tr …"
11642,Is Boris Johnson's 'moonshot' just another shot in the dark?,Books,The prime minister’s latest wheeze is to spend £100bn on magic technology that doesn’t exist yet so that everyone in the country can be tested for Cov …
11643,Nocturnal review – girl meets older man in seaside drama,Film,"There are good, sincere performances here, and it is directed with confidence. But I couldn’t make friends with this film because of some social-reali …"
11644,Piranesi by Susanna Clarke review – an elegant study in solitude,Books,"“The beauty of the House is immeasurable; its Kindness infinite”: this is the reverent pronouncement of Piranesi, who believes he has occupied the hou …"
11645,Residue review – haunting drama on the dangers of gentrification,Film,"Residue is a fleeting and haunting lament for what is lost to gentrification, and other tolls on black life in America. But at the same, it’s exhilara …"
11646,Barking Dogs Never Bite review – Bong Joon-ho’s canine satire has teeth,Film,"Bong Joon-ho’s black-comic satire Barking Dogs Never Bite has been re-released after 20 years, and in many ways it could be seen as a thematic forerun …"
11647,"Edinson Cavani's love of ballet, Cathy Freeman magic and a frisbee golf ace",Sport,"Summary: 1) The death of nine-time Irish champion jockey Pat Smullen at the age of 43 has robbed Flat racing of one of its very best. He guided Harzand, traine …"
11648,"US reframing of human rights harms women and LGBT people, advocates say",US-News,"Mike Pompeo has stepped up his campaign to change the US approach to human rights, reframing them as “unalienable rights” rooted in American tradition …"
11649,Lithium find in Cornwall spurs hopes of regeneration,Business,"Summary: The hills and woods around the town of Redruth are dotted with reminders of Cornwall’s proud mining history – lovely old engine houses, terraces of wo …"
11650,'It felt like tentacles': the women who accuse Trump of sexual misconduct,US-News,The list of women who have publicly made sexual misconduct allegations against Donald Trump outnumbers the list of officials in his cabinet. Before to …
11651,Benches could prove difference in Leinster v Saracens showdown,Sport,"If Saracens win the European Champions Cup next month, they will not stand accused of breaching the Premiership’s salary cap regulations. They have a …"
11652,The Man in the Hat review – whimsical French car chase,Film,"The English composer Stephen Warbeck won an Oscar for his work on Shakespeare in Love, but has never directed a film before. He makes his writer-direc …"
11653,"Paper maps, two-way radios: how firefighting tech is stuck in the past",US-News,"When wildfires burned near Palo Alto last month, emergency workers in this city legendary for its resident high-tech companies relied on relatively lo …"
11654,Angry Tory MPs reject Joe Biden's comments on UK-EU Brexit talks,Politics,"Conservative MPs have reacted angrily to an intervention by Joe Biden, the US Democratic presidential candidate, in the UK Brexit talks, accusing him …"
11655,How Lamine Diack's 16-year reign in charge of IAAF led to a jail term,Sport,Summary: The unmasking of Lamine Diack as one of the great sinners in the history of sport began with a police raid on All Saints’ Day in 2015. At this point D …
11656,Could sport swing the election? Why Trump wants college football to return,Sport,Donald Trump claimed a decisive victory for himself on Wednesday when the Big Ten conference announced it will move forward with a college football se …
11657,"Sault: Untitled (Rise) review – mystery collective make best album of 2020, again",Music,"Over the last two years, Sault’s music has arrived out of the blue: no interviews, no photos, no videos, no live appearances, no Wikipedia entry, a pe …"
11658,Tell us: are you an EU national leaving the UK?,UK-News,"We would like to hear from Europeans who have recently decided to leave the UK. We want to know what led to your decision, particularly whether issues …"
11659,"More than 60% back in the workplace, UK traffic figures suggest",UK-News,"The proportion of people travelling into their place of work in the UK has risen above 60% for the first time since the start of lockdown, official fi …"
11660,Magical Adventures in the Forbidden City review – steampunk fantasy hints at allegory,Film,"Something of a curate’s Fabergé egg, this peculiar Russian-made steampunk-lite fantasy feature has some interesting story ideas, entrancing visual eff …"
11661,North-east England lockdown: what are the new Covid restrictions?,Politics,"Summary: Who is affected by the latest restrictions? Nearly 2 million people who live in Newcastle, Northumberland, North Tyneside, South Tyneside, Gateshead, …"
11662,Rule of six: what did Boris Johnson mean by 'Animal House parties'?,Film,Boris Johnson reached for an unlikely reference in attempts to clarify when exactly British people should call the police on neighbours who break the …
11663,Rob Baxter accuses Northampton of mind games over prop crisis,Sport,Rob Baxter backed the decision to allow Northampton to draft in Gloucester’s Alex Seville for the European Champions Cup quarter-final at Exeter on Su …
11664,Igor Levit review – Beethoven programme affirms deep affinity,Music,"Igor Levit’s pianism emerges as a force of nature, hence perhaps in part his deep and seemingly fundamental affinity with Beethoven. As Levit returned …"
11665,US health official laments ‘politicization’ of CDC after Trump and Redfield spat,US-News,A prominent public health official on Thursday lamented the politicization of the Centers for Disease Control and Prevention (CDC) after a public spat …
11666,Billie Jean King: 'I want girls to go after money. It gives empowerment',Sport,"Billie Jean King is still not used to seeing her name emblazoned across buildings and naming competitions, but she may soon be. The vast grounds of th …"
11667,'Cricket has won': Chris Silverwood upbeat despite England's ODI defeat,Sport,Summary: So the World Cup winners were humbled with two balls to spare and they lost a home series of one-day internationals for the first time since 2015. How …
11668,David Cameron signals that he wants Joe Biden to beat Trump,Politics,"David Cameron has strongly indicated he thinks a Joe Biden win in the US election would be a good outcome for the UK and wider world, calling Donald T …"
11669,Betfred's billionaire owners receive £10m despite FOBT shift,UK-News,"Betfred paid its billionaire owners a £10.2m dividend after reporting bumper operating profits, as the impact of curbs on fixed-odds betting terminals …"
11670,Trump’s most powerful ally in undermining the election: William Barr,US-News,"As Donald Trump continues to sow doubt about the integrity of the US election, he has found a remarkably powerful ally in William Barr, the US attorne …"
11671,Stille Liebe: Lieder by Schumann review – drama with poise and style,Music,"In 1840, Schumann was finally able to marry Clara Wieck, and he celebrated his happiness in his songs, composing at least 138 of them, including his f …"
11672,Laura Veirs on surviving her divorce: 'My life is strangely awesome',Music,"In 2018, as her marriage fell apart, Laura Veirs cried and biked all over Portland. “I called myself the crying cyclist,” she says. It was a new, impe …"
11673,Brexit: Boris Johnson makes fresh concession to Tory rebels,Politics,Downing Street has clarified that it would ask parliament to support using powers to override parts of the Brexit withdrawal agreement only if the EU …
11674,Son sues mother for embezzlement as Aldi heirs' feud escalates,Business,A feud between the German billionaire heirs to the Aldi and Trader Joe’s retail empire has escalated after the grandson of one of the two supermarket …
11675,Missing voices: guide to female philosophers counters absence in textbooks,Books,"Summary: Two philosophy graduates are bringing out a book celebrating history’s unsung female philosophers, after realising that most textbooks and guides they …"
11676,Bank of England leaves rates on hold; US jobless claims dip – as it happened,Business,"And finally... European stock markets have ended the day in the red, although not dramatically. The Europe-wide Stoxx 600 lost 0.4%, amid some anxiety …"
11677,Tour de France 2020: Kwiatkowski leads Ineos one-two on stage 18 – as it happened,Sport,Summary: Michal Kwiatkoski and Richard Carapaz rescued an otherwise abysmal Tour de France for Team Ineos. Jeremy Whittle was there ... The main jersey-wearers …
11678,Welcome to your new Politics Minute. Are you ready for the messiest election in US history?,US-News,"Hello and welcome to the US Politics Minute. The last Politics Minute was at the end of the 2018 midterms, and now we’re back for the 2020 election cy …"
11679,Bluebird by Malcolm Knox review – vivid characters bring an Aussie beach town to brilliant life,Books,"Just a short drive from the sprawling suburbs of Sydney lies a beach oasis trapped in the past, populated by men and women in the grips of midlife cri …"
11680,"Tour de France silent on Black Lives Matter, says cyclist Kevin Reza",Sport,"Kevin Reza, the only black rider competing in this year’s Tour de France, has complained of a lack of support for the Black Lives Matter movement with …"
11681,Lovers Rock review – Steve McQueen throws the best party ever,Film,"Summary: A monsoon of musical and sexual rapture bursts overhead in this film from director Steve McQueen, leaving condensation-sweat running down the walls an …"
11682,Michal Kwiatkowski wins Tour de France stage 18 to bring relief for Ineos,Sport,"Emotions were running high at the Tour de France as a tearful Michal Kwiatkowski of Ineos Grenadiers took his first Grand Tour victory, while the over …"
11683,Talking Horses: frustration after false Covid link with Doncaster trial,Sport,"Summary: Frustration was vented by senior racing officials on Thursday after a claim by a Welsh government minister, linking last week’s one-off admission of a …"
11684,'A good start': McIlroy happy with 67 behind US Open leader Justin Thomas,Sport,"Summary: When swaggering towards victory at the Open Championship of 2014, Rory McIlroy teased observers with news that he was focusing only on two words when …"
11685,Anatomy of a masterpiece: Glenn Maxwell innings leaves cricket craving more,Sport,"“I don’t understand how I’m able to hit sixes.” Glenn Maxwell said that in an interview. It sounds strange, because so far in professional cricket he …"
11686,Critics condemn Trump's rewrite of America's legacy of racism in DC speech,US-News,"Donald Trump on Thursday launched an extraordinary attack on American education at a history conference in Washington, downplaying America’s historic …"
11687,"Joe Biden: trust scientists, not Trump, on realities of coronavirus",US-News,"Joe Biden sent a message to voters on Thursday night that differed starkly from Donald Trump’s unlikely coronavirus promises, saying: “The idea that t …"
11688,"Parents report more anxiety in lockdown, Scottish poll finds",UK-News,"Families with children have experienced greater financial pressure and mental health worries during the coronavirus pandemic than those without, accor …"
11689,V&A and Glastonbury festival to launch new digital archive,Music,Most festivalgoers’ memories after Glastonbury are a little hazy – or not fit for public consumption – but London’s V&A museum is preparing to publish …
11690,Forget to-do lists. Writing down what I've done gives me a mood boost,Life-and-Style,"I have never been great at to-do lists. To me, they are an exercise in torture: writing a list of all the things I will inevitably not get done; a doc …"
11691,Diary of an MP’s Wife by Sasha Swire review – a thrillingly indiscreet political memoir,Books,"Summary: We have come a long way, thankfully, since the days of political wives being expected to stand mutely by their man. But Sasha Swire is still perhaps u …"
11692,Chess: Kasparov and Carlsen undone by internet glitches following 55-move draw,Sport,"Following their evocative 55-move draw last week in their first official game since 2004, both Garry Kasparov and Magnus Carlsen suffered separate int …"
11693,"'Hail, gallant woman': Amy Dorris praised for coming forward with Trump assault allegation",US-News,A prominent American former magazine columnist who accused Donald Trump of raping her in the 1990s has joined a chorus of voices supporting the latest …
11694,The Eight Hundred: how China's blockbusters became a new political battleground,Film,"‘No one knows how this history will be written,” a soldier muses portentously in the new Chinese blockbuster The Eight Hundred. If he could see 80 yea …"
11695,Tesla review – portrait of an inventor out of step with his time,Film,Every historical drama involves some element of pure invention: maybe it happened like this? Perhaps she said it like that? But Michael Almereyda’s bi …
11696,Ava Max: Heaven & Hell review – turbo-charged 2010s pop joy,Music,When Katy Perry’s Smile album recently failed to worry the top of the global charts it apparently rang the death knell for capital P pop. “Life and li …
11697,DIY spending increase drives fourth month of UK sales recovery,Business,"UK retail sales increased for the fourth consecutive month in August amid a rise in spending on DIY and home improvements, as shoppers gradually retur …"
11698,Things aren’t going well for Odell Beckham Jr in Cleveland,Sport,"The Browns were steamrolled in Week 1 by the Ravens, with Beckham, once the top headline grabber in the NFL’s most important market, relegated to the …"
11699,John Coltrane: Giant Steps 60th Anniversary Edition review – more a giant leap in jazz,Music,"Within the same few weeks in the spring of 1959, the great saxophonist and composer John Coltrane astonishingly found the composure to play a key role …"
11700,Just Like You by Nick Hornby review – ladlit meets mumlit,Books,The timing of Nick Hornby’s ninth novel is possibly a little unfortunate. Not only was it written before the Black Lives Matter movement intensified d …
11701,Van Morrison criticises 'fascist bullies' in anti-lockdown Covid songs,Music,Summary: Van Morrison has described the British government as “fascist bullies disturbing our peace” in one of three new tracks he has written to protest again …
11702,"Big Sean's teenage obsessions: 'Darth Vader wasn’t bad, just misunderstood'",Music,"Marvel/DC Comics I would go to my best friend’s house in the suburbs and his family were white, so would expose me to a whole different way of living, …"
11703,Nina Stibbe: 'I read a few pages of Moby-Dick and switched to Jaws',Books,"Summary: The book I am currently reading Dear Reader: The Comfort and Joy of Books by Cathy Rentzenbrink, a glorious part-memoir, part-love letter to books. Th …"
11704,"Cinema, Campari and a carrier bag of Quality Street: Edgar Wright remembers Diana Rigg",Film,“Diana Rigg will meet you at Berners Tavern.” Just seeing those words written in a text gave me an anxious thrill. Despite her illustrious work on sta …
11705,Ryanair to cut one in five October flights due to coronavirus restrictions,Business,"Summary: Ryanair will cut a further one in five of its flights scheduled in October, blaming Irish and EU governments for what it called “excessive and defecti …"
11706,'A lifesaver': US seniors turn to Zoom to connect with friends and family,US-News,"In his 72 years, Brad Veloz has risked his job and overcome health issues to fight for LGBTQ+ and Latino rights. The coronavirus wasn’t going to stop …"
11707,'Up a tree everything takes longer': HS2 campaigners protest high above parliament,UK-News,"Sixteen days ago, two HS2 campaigners climbed the trees in Parliament Square to protest against the controversial high-speed rail project, and their f …"
11708,Don't stop your grousing … and other Covid rule-of-six exemptions,Politics,"When the government announced that grouse shooting would be exempt from the “rule of six” coronavirus restrictions in England, it prompted widespread …"
11709,Digested week: Ed Miliband makes for brilliant theatre – as do TV fishing and Bale,UK-News,"Monday Quite what possessed Boris Johnson to push aside the business secretary, Alok Sharma, at the last minute and open the debate on the government’ …"
11710,First Thing: whitewashing US history with 'patriotic education',US-News,"Good morning. Weeks from the presidential election, and with a national reckoning on racial justice under way, Donald Trump has decided it is time to …"
11711,Rare books stolen in London heist found under floor in Romania,UK-News,Rare books worth more than £2.5m that were stolen from a warehouse in west London in a daring Mission Impossible-style heist have been found buried un …
11712,The best recent crime and thrillers – review roundup,Books,"“You can’t imagine how much the world can change in six months,” says one of the narrators of Lauren Beukes’s eerily prescient dystopian thriller, Aft …"
11713,Is the UK government ready for a Covid winter?,Politics,"In mid-July, an Academy of Medical Sciences report urged the government to use the remainder of the summer to prepare for a second wave of coronavirus …"
11714,"‘I mustn’t swear, I mustn’t swear’: life as a victim of a Changing Rooms makeover",Life-and-Style,"Twenty years ago, when Caroline Hicks opened the door to reveal her new living room – renovated in just two days by her close friend Jo Thompson and d …"
11715,"'Colourful, vibrant, sensual!' Stars on Jimi Hendrix, 50 years gone",Music,"Johnny Echols, Love I first met Jimi – he was called Jimmy James then – at the California Club in Los Angeles. He was down on his luck at the time. Hi …"
11716,S-X: the Wolverhampton wonderkid loved by Lil Wayne and Rick Ross,Music,"From his Wolverhampton garden, producer-turned-singer S-X (AKA Sam Gumbley) can survey his kingdom. His dad’s place is round the corner; the high-rise …"
11717,Talegate? Appledore beats Covid to keep book festival alive,UK-News,"The book lovers of Appledore, a picturesque fishing village on the north Devon coast, are a resourceful, determined lot. When their library faced clos …"
